contexto,ordem,municipio,portal_oficial,url_informada,url_avaliada,status_validacao_browser,titulo,nota,praticas,aceitaveis,nao_aceitaveis,verificar_manual,json,pdf,erro,run_fonte,url_chave,host_chave,nota_num,avaliacao_utilizavel,tem_cloudflare,faixa_nota,tipo_entidade,municipio_chave
"mt","233","","","https://www.querencia.mt.leg.br/","https://www.querencia.mt.leg.br/","","","","","","","","","","Avaliação excedeu 120s.","19-17-54","querencia.mt.leg.br","querencia.mt.leg.br","0","Não","Não","<5","Câmara Municipal","querencia"
"mt","238","","","https://www.ribeiraozinho.mt.gov.br","https://www.ribeiraozinho.mt.gov.br","","Access denied | www.ribeiraozinho.mt.gov.br used Cloudflare to restrict access | www.ribeiraozinho.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.ribeiraozinho.mt.gov.br_015.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.ribeiraozinho.mt.gov.br_015.pdf","","19-17-54","ribeiraozinho.mt.gov.br","ribeiraozinho.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","ribeiraozinho"
"mt","237","","","https://camararibeiraocascalheira.com.br/","https://camararibeiraocascalheira.com.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jYW1hcmFyaWJlaXJhb2Nhc2NhbGhlaXJhLmNvbS5ici8%3D"",""timestamp"":""2026-09-21T23:22:33.952Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/anali","19-17-54","camararibeiraocascalheira.com.br","camararibeiraocascalheira.com.br","0","Não","Não","<5","Outro/Consórcio",""
"mt","240","","","https://riobranco.mt.gov.br/","https://riobranco.mt.gov.br/","","Access denied | riobranco.mt.gov.br used Cloudflare to restrict access | riobranco.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_riobranco.mt.gov.br_017.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_riobranco.mt.gov.br_017.pdf","","19-17-54","riobranco.mt.gov.br","riobranco.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","riobranco"
"mt","236","","","https://www.ribeiraocascalheira.mt.gov.br/","https://www.ribeiraocascalheira.mt.gov.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cucmliZWlyYW9jYXNjYWxoZWlyYS5tdC5nb3YuYnIv"",""timestamp"":""2026-09-21T23:22:42.077Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize","19-17-54","ribeiraocascalheira.mt.gov.br","ribeiraocascalheira.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","ribeiraocascalheira"
"mt","241","","","https://riobranco.mt.leg.br/","https://riobranco.mt.leg.br/","","Access denied | riobranco.mt.leg.br used Cloudflare to restrict access | riobranco.mt.leg.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_riobranco.mt.leg.br_018.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_riobranco.mt.leg.br_018.pdf","","19-17-54","riobranco.mt.leg.br","riobranco.mt.leg.br","8.7","Não","Sim","8-<9","Câmara Municipal","riobranco"
"mt","239","","","https://www.ribeiraozinho.mt.leg.br/","https://www.ribeiraozinho.mt.leg.br/","","Página Inicial — Câmara Municipal de Ribeirãozinho","6.9","36","334","130","5","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.ribeiraozinho.mt.leg.br_016.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.ribeiraozinho.mt.leg.br_016.pdf","","19-17-54","ribeiraozinho.mt.leg.br","ribeiraozinho.mt.leg.br","6.9","Sim","Não","6-<7","Câmara Municipal","ribeiraozinho"
"mt","243","","","https://www.rondolandia.mt.leg.br/","https://www.rondolandia.mt.leg.br/","","Câmara Municipal de Rondolândia","7.4","38","296","119","18","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.rondolandia.mt.leg.br_020.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.rondolandia.mt.leg.br_020.pdf","","19-17-54","rondolandia.mt.leg.br","rondolandia.mt.leg.br","7.4","Sim","Não","7-<8","Câmara Municipal","rondolandia"
"mt","244","","","https://www.coressmt.com.br/#/home","https://www.coressmt.com.br/#/home","","CORESS-MT | Consórcio Regional de Saúde Sul de MT","3.8","28","111","124","1","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.coressmt.com.br_021.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.coressmt.com.br_021.pdf","","19-17-54","coressmt.com.br/#/home","coressmt.com.br","3.8","Sim","Não","<5","Outro/Consórcio",""
"mt","242","","","https://rondolandia.mt.gov.br","https://rondolandia.mt.gov.br","","","","","","","","","","Avaliação excedeu 120s.","19-17-54","rondolandia.mt.gov.br","rondolandia.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","rondolandia"
"mt","245","","","https://www.rondonopolis.mt.gov.br/","https://www.rondonopolis.mt.gov.br/","","","","","","","","","","Avaliação excedeu 120s.","19-17-54","rondonopolis.mt.gov.br","rondonopolis.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","rondonopolis"
"mt","248","","","https://saltodoceu.mt.gov.br/","https://saltodoceu.mt.gov.br/","","Access denied | saltodoceu.mt.gov.br used Cloudflare to restrict access | saltodoceu.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_saltodoceu.mt.gov.br_025.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_saltodoceu.mt.gov.br_025.pdf","","19-17-54","saltodoceu.mt.gov.br","saltodoceu.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","saltodoceu"
"mt","249","","","https://saltodoceu.mt.leg.br/","https://saltodoceu.mt.leg.br/","","Access denied | saltodoceu.mt.leg.br used Cloudflare to restrict access | saltodoceu.mt.leg.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_saltodoceu.mt.leg.br_026.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_saltodoceu.mt.leg.br_026.pdf","","19-17-54","saltodoceu.mt.leg.br","saltodoceu.mt.leg.br","8.7","Não","Sim","8-<9","Câmara Municipal","saltodoceu"
"mt","246","","","https://www.rondonopolis.mt.leg.br/principal","https://www.rondonopolis.mt.leg.br/principal","","","","","","","","","","Avaliação excedeu 120s.","19-17-54","rondonopolis.mt.leg.br/principal","rondonopolis.mt.leg.br","0","Não","Não","<5","Câmara Municipal","rondonopolis"
"mt","250","","","https://www.santacarmem.mt.gov.br/","https://www.santacarmem.mt.gov.br/","","Página Inicial - Prefeitura de Santa Carmem - MT","8.0","39","343","26","34","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.santacarmem.mt.gov.br_027.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.santacarmem.mt.gov.br_027.pdf","","19-17-54","santacarmem.mt.gov.br","santacarmem.mt.gov.br","8","Sim","Não","8-<9","Prefeitura/Órgão Municipal","santacarmem"
"mt","252","","","https://www.santacruzdoxingu.mt.gov.br/","https://www.santacruzdoxingu.mt.gov.br/","","Página Inicial - Prefeitura de Santa Cruz do Xingu - MT","7.1","41","479","71","84","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.santacruzdoxingu.mt.gov.br_029.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.santacruzdoxingu.mt.gov.br_029.pdf","","19-17-54","santacruzdoxingu.mt.gov.br","santacruzdoxingu.mt.gov.br","7.1","Sim","Não","7-<8","Prefeitura/Órgão Municipal","santacruzdoxingu"
"mt","251","","","https://www.camarasantacarmem.mt.gov.br/","https://www.camarasantacarmem.mt.gov.br/","","Página Inicial - Câmara Municipal de Santa Carmem - MT","6.6","37","449","161","61","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.camarasantacarmem.mt.gov.br_028.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.camarasantacarmem.mt.gov.br_028.pdf","","19-17-54","camarasantacarmem.mt.gov.br","camarasantacarmem.mt.gov.br","6.6","Sim","Não","6-<7","Prefeitura/Órgão Municipal","camarasantacarmem"
"mt","247","","","https://www.rosariooeste.mt.gov.br/","https://www.rosariooeste.mt.gov.br/","","","","","","","","","","Avaliação excedeu 120s.","19-17-54","rosariooeste.mt.gov.br","rosariooeste.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","rosariooeste"
"mt","254","","","https://www.santaritadotrivelato.mt.gov.br/home","https://www.santaritadotrivelato.mt.gov.br/home","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","santaritadotrivelato.mt.gov.br/home","santaritadotrivelato.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","santaritadotrivelato"
"mt","253","","","https://santacruzdoxingu.mt.leg.br/","https://santacruzdoxingu.mt.leg.br/","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","santacruzdoxingu.mt.leg.br","santacruzdoxingu.mt.leg.br","0","Não","Não","<5","Câmara Municipal","santacruzdoxingu"
"mt","255","","","https://santaritadotrivelato.mt.leg.br/home","https://santaritadotrivelato.mt.leg.br/home","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","santaritadotrivelato.mt.leg.br/home","santaritadotrivelato.mt.leg.br","0","Não","Não","<5","Câmara Municipal","santaritadotrivelato"
"mt","256","","","https://santaterezinha.mt.gov.br/","https://santaterezinha.mt.gov.br/","","Access denied | santaterezinha.mt.gov.br used Cloudflare to restrict access | santaterezinha.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-29-03/accessmonitor_santaterezinha.mt.gov.br_004.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-29-03/accessmonitor_santaterezinha.mt.gov.br_004.pdf","","19-29-03","santaterezinha.mt.gov.br","santaterezinha.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","santaterezinha"
"mt","257","","","https://www.santaterezinha.mt.leg.br/","https://www.santaterezinha.mt.leg.br/","","Access denied | www.santaterezinha.mt.leg.br used Cloudflare to restrict access | www.santaterezinha.mt.leg.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-29-03/accessmonitor_www.santaterezinha.mt.leg.br_005.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-29-03/accessmonitor_www.santaterezinha.mt.leg.br_005.pdf","","19-29-03","santaterezinha.mt.leg.br","santaterezinha.mt.leg.br","8.7","Não","Sim","8-<9","Câmara Municipal","santaterezinha"
"mt","258","","","https://www.santoafonso.mt.gov.br/","https://www.santoafonso.mt.gov.br/","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","santoafonso.mt.gov.br","santoafonso.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","santoafonso"
"mt","259","","","https://santoafonso.mt.leg.br/index.php","https://santoafonso.mt.leg.br/index.php","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","santoafonso.mt.leg.br/index.php","santoafonso.mt.leg.br","0","Não","Não","<5","Câmara Municipal","santoafonso"
"mt","260","","","https://www.santoantoniodoleste.mt.gov.br/","https://www.santoantoniodoleste.mt.gov.br/","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","santoantoniodoleste.mt.gov.br","santoantoniodoleste.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","santoantoniodoleste"
"mt","261","","","https://www.santoantoniodoleste.mt.leg.br/","https://www.santoantoniodoleste.mt.leg.br/","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","santoantoniodoleste.mt.leg.br","santoantoniodoleste.mt.leg.br","0","Não","Não","<5","Câmara Municipal","santoantoniodoleste"
"mt","262","","","https://www.leverger.mt.gov.br/","https://www.leverger.mt.gov.br/","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","leverger.mt.gov.br","leverger.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","leverger"
"mt","263","","","https://www.camaraleverger.mt.gov.br/","https://www.camaraleverger.mt.gov.br/","","","","","","","","","","Avaliação excedeu 45s.","19-29-03","camaraleverger.mt.gov.br","camaraleverger.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camaraleverger"
"mt","264","","","https://www.sapezal.mt.gov.br/","https://www.sapezal.mt.gov.br/","","PREFEITURA DE SAPEZAL / MT","7.9","37","375","90","10","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.sapezal.mt.gov.br_001.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.sapezal.mt.gov.br_001.pdf","","19-32-40","sapezal.mt.gov.br","sapezal.mt.gov.br","7.9","Sim","Não","7-<8","Prefeitura/Órgão Municipal","sapezal"
"mt","267","","","https://www.serranovadourada.mt.leg.br/","https://www.serranovadourada.mt.leg.br/","","Access denied | www.serranovadourada.mt.leg.br used Cloudflare to restrict access | www.serranovadourada.mt.leg.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.serranovadourada.mt.leg.br_004.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.serranovadourada.mt.leg.br_004.pdf","","19-32-40","serranovadourada.mt.leg.br","serranovadourada.mt.leg.br","8.7","Não","Sim","8-<9","Câmara Municipal","serranovadourada"
"mt","268","","","https://www.sinop.mt.gov.br/","https://www.sinop.mt.gov.br/","","Access denied | www.sinop.mt.gov.br used Cloudflare to restrict access | www.sinop.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.sinop.mt.gov.br_005.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.sinop.mt.gov.br_005.pdf","","19-32-40","sinop.mt.gov.br","sinop.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","sinop"
"mt","265","","","https://www.sapezal.mt.leg.br","https://www.sapezal.mt.leg.br","","","","","","","","","","Avaliação excedeu 45s.","19-32-40","sapezal.mt.leg.br","sapezal.mt.leg.br","0","Não","Não","<5","Câmara Municipal","sapezal"
"mt","266","","","https://serranovadourada.mt.gov.br/","https://serranovadourada.mt.gov.br/","","","","","","","","","","Avaliação excedeu 45s.","19-32-40","serranovadourada.mt.gov.br","serranovadourada.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","serranovadourada"
"mt","270","","","https://www.consorciovaledotelespires.com.br","https://www.consorciovaledotelespires.com.br","","Consórcio Público de Saúde Vale do Teles Pires","6.2","26","92","45","1","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.consorciovaledotelespires.com.br_007.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.consorciovaledotelespires.com.br_007.pdf","","19-32-40","consorciovaledotelespires.com.br","consorciovaledotelespires.com.br","6.2","Sim","Não","6-<7","Outro/Consórcio",""
"mt","269","","","https://www.sinop.mt.leg.br/","https://www.sinop.mt.leg.br/","","Câmara Municipal de Sinop","7.9","41","504","40","13","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.sinop.mt.leg.br_006.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.sinop.mt.leg.br_006.pdf","","19-32-40","sinop.mt.leg.br","sinop.mt.leg.br","7.9","Sim","Não","7-<8","Câmara Municipal","sinop"
"mt","271","","","https://site.sorriso.mt.gov.br/","https://site.sorriso.mt.gov.br/","","","","","","","","","","Avaliação excedeu 45s.","19-32-40","site.sorriso.mt.gov.br","site.sorriso.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal",""
"mt","273","","","https://saofelixdoaraguaia.mt.gov.br/","https://saofelixdoaraguaia.mt.gov.br/","","Prefeitura de São Félix do Araguaia/MT | Prefeitura São Félix do Araguaia","6.0","34","886","133","16","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_saofelixdoaraguaia.mt.gov.br_010.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_saofelixdoaraguaia.mt.gov.br_010.pdf","","19-32-40","saofelixdoaraguaia.mt.gov.br","saofelixdoaraguaia.mt.gov.br","6","Sim","Não","6-<7","Prefeitura/Órgão Municipal","saofelixdoaraguaia"
"mt","274","","","https://camarasaofelixdoaraguaia.mt.gov.br/","https://camarasaofelixdoaraguaia.mt.gov.br/","","Página Inicial - Câmara Municipal de São Félix do Araguaia | Gestão 2025-2026","7.2","32","259","84","22","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_camarasaofelixdoaraguaia.mt.gov.br_011.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_camarasaofelixdoaraguaia.mt.gov.br_011.pdf","","19-32-40","camarasaofelixdoaraguaia.mt.gov.br","camarasaofelixdoaraguaia.mt.gov.br","7.2","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camarasaofelixdoaraguaia"
"mt","272","","","https://sorriso.mt.leg.br/","https://sorriso.mt.leg.br/","","","","","","","","","","Avaliação excedeu 45s.","19-32-40","sorriso.mt.leg.br","sorriso.mt.leg.br","0","Não","Não","<5","Câmara Municipal","sorriso"
"mt","275","","","https://www.saojosedopovo.mt.gov.br/","https://www.saojosedopovo.mt.gov.br/","","Prefeitura de São José do Povo","7.6","33","284","92","83","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.saojosedopovo.mt.gov.br_012.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.saojosedopovo.mt.gov.br_012.pdf","","19-32-40","saojosedopovo.mt.gov.br","saojosedopovo.mt.gov.br","7.6","Sim","Não","7-<8","Prefeitura/Órgão Municipal","saojosedopovo"
"mt","276","","","https://www.saojosedopovo.mt.leg.br/","https://www.saojosedopovo.mt.leg.br/","","Página Inicial — Câmara Municipal de São José do Povo","6.6","42","260","147","9","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.saojosedopovo.mt.leg.br_013.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.saojosedopovo.mt.leg.br_013.pdf","","19-32-40","saojosedopovo.mt.leg.br","saojosedopovo.mt.leg.br","6.6","Sim","Não","6-<7","Câmara Municipal","saojosedopovo"
"mt","278","","","https://saojosedorioclaro.mt.leg.br/","https://saojosedorioclaro.mt.leg.br/","","Câmara Municipal de São José do Rio Claro","7.3","33","74","136","18","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_saojosedorioclaro.mt.leg.br_015.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_saojosedorioclaro.mt.leg.br_015.pdf","","19-32-40","saojosedorioclaro.mt.leg.br","saojosedorioclaro.mt.leg.br","7.3","Sim","Não","7-<8","Câmara Municipal","saojosedorioclaro"
"mt","279","","","https://www.saojosedoxingu.mt.gov.br/","https://www.saojosedoxingu.mt.gov.br/","","Página Principal - Prefeitura de São José do Xingu","7.0","35","272","155","14","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.saojosedoxingu.mt.gov.br_016.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.saojosedoxingu.mt.gov.br_016.pdf","","19-32-40","saojosedoxingu.mt.gov.br","saojosedoxingu.mt.gov.br","7","Sim","Não","7-<8","Prefeitura/Órgão Municipal","saojosedoxingu"
"mt","281","","","https://www.nascentesdopantanal.org.br","https://www.nascentesdopantanal.org.br","","Access denied | www.nascentesdopantanal.org.br used Cloudflare to restrict access | www.nascentesdopantanal.org.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.nascentesdopantanal.org.br_018.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.nascentesdopantanal.org.br_018.pdf","","19-32-40","nascentesdopantanal.org.br","nascentesdopantanal.org.br","8.7","Não","Sim","8-<9","Outro/Consórcio",""
"mt","280","","","https://www.camarasaojosedoxingu.mt.gov.br/","https://www.camarasaojosedoxingu.mt.gov.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2FtYXJhc2Fvam9zZWRveGluZ3UubXQuZ292LmJyLw%3D%3D"",""timestamp"":""2026-09-21T23:35:02.950Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov","19-32-40","camarasaojosedoxingu.mt.gov.br","camarasaojosedoxingu.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camarasaojosedoxingu"
"mt","277","","","https://www.saojosedorioclaro.mt.gov.br/home","https://www.saojosedorioclaro.mt.gov.br/home","","","","","","","","","","Avaliação excedeu 45s.","19-32-40","saojosedorioclaro.mt.gov.br/home","saojosedorioclaro.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","saojosedorioclaro"
"mt","282","","","https://saojosedosquatromarcos.mt.gov.br/","https://saojosedosquatromarcos.mt.gov.br/","","Prefeitura Municipal de São José dos Quatro Marcos","6.2","35","250","153","61","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_saojosedosquatromarcos.mt.gov.br_019.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_saojosedosquatromarcos.mt.gov.br_019.pdf","","19-32-40","saojosedosquatromarcos.mt.gov.br","saojosedosquatromarcos.mt.gov.br","6.2","Sim","Não","6-<7","Prefeitura/Órgão Municipal","saojosedosquatromarcos"
"mt","283","","","https://www.saojosedosquatromarcos.mt.leg.br/","https://www.saojosedosquatromarcos.mt.leg.br/","","Página Inicial - Câmara Municipal de São José do Quatro Marcos - MT","7.8","40","462","78","81","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.saojosedosquatromarcos.mt.leg.br_020.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-32-40/accessmonitor_www.saojosedosquatromarcos.mt.leg.br_020.pdf","","19-32-40","saojosedosquatromarcos.mt.leg.br","saojosedosquatromarcos.mt.leg.br","7.8","Sim","Não","7-<8","Câmara Municipal","saojosedosquatromarcos"
