ordem,url,titulo,nota,status,tentativas,json,pdf,url_chave,host_chave,nota_num,avaliacao_utilizavel,tem_cloudflare,faixa_nota,tipo_entidade,municipio_chave
"137","https://www.juruena.mt.leg.br/","Camara Municipal de Juruena","6.0","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.juruena.mt.leg.br_036.json","saida_mt/2026-09-20/04-02-24/amaweb_www.juruena.mt.leg.br_036.pdf","juruena.mt.leg.br","juruena.mt.leg.br","6","Sim","Não","6-<7","Câmara Municipal","juruena"
"138","https://www.cidesasul.com.br/","CIDESASUL","3.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.cidesasul.com.br_138.json","saida_mt/2026-09-20/02-41-56/amaweb_www.cidesasul.com.br_138.pdf","cidesasul.com.br","cidesasul.com.br","3.6","Sim","Não","<5","Outro/Consórcio",""
"139","https://www.juscimeira.mt.gov.br/","Prefeitura Municipal de Juscimeira","6.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.juscimeira.mt.gov.br_139.json","saida_mt/2026-09-20/02-41-56/amaweb_www.juscimeira.mt.gov.br_139.pdf","juscimeira.mt.gov.br","juscimeira.mt.gov.br","6.5","Sim","Não","6-<7","Prefeitura/Órgão Municipal","juscimeira"
"140","https://www.camarajuscimeira.mt.gov.br/","Câmara Municipal de Juscimeira","6.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.camarajuscimeira.mt.gov.br_140.json","saida_mt/2026-09-20/02-41-56/amaweb_www.camarajuscimeira.mt.gov.br_140.pdf","camarajuscimeira.mt.gov.br","camarajuscimeira.mt.gov.br","6.1","Sim","Não","6-<7","Prefeitura/Órgão Municipal","camarajuscimeira"
"141","https://www.cidesavaledojuruena.com.br/","Consórcio intermunicipal Cidesa","8.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.cidesavaledojuruena.com.br_141.json","saida_mt/2026-09-20/02-41-56/amaweb_www.cidesavaledojuruena.com.br_141.pdf","cidesavaledojuruena.com.br","cidesavaledojuruena.com.br","8.1","Sim","Não","8-<9","Outro/Consórcio",""
"142","https://www.consorciocisvj.com.br/home","CISVJ","8.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.consorciocisvj.com.br_142.json","saida_mt/2026-09-20/02-41-56/amaweb_www.consorciocisvj.com.br_142.pdf","consorciocisvj.com.br/home","consorciocisvj.com.br","8.4","Sim","Não","8-<9","Outro/Consórcio",""
"143","https://www.juina.mt.gov.br/","Prefeitura de Juína","7.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.juina.mt.gov.br_143.json","saida_mt/2026-09-20/02-41-56/amaweb_www.juina.mt.gov.br_143.pdf","juina.mt.gov.br","juina.mt.gov.br","7.1","Sim","Não","7-<8","Prefeitura/Órgão Municipal","juina"
"144","https://www.juina.mt.leg.br/","página inicial — Município de Juína","7.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.juina.mt.leg.br_144.json","saida_mt/2026-09-20/02-41-56/amaweb_www.juina.mt.leg.br_144.pdf","juina.mt.leg.br","juina.mt.leg.br","7.8","Sim","Não","7-<8","Câmara Municipal","juina"
"145","https://lambaridoeste.mt.gov.br","Access denied | lambaridoeste.mt.gov.br used Cloudflare to restrict access | lambaridoeste.mt.gov.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_lambaridoeste.mt.gov.br_145.json","saida_mt/2026-09-20/02-41-56/amaweb_lambaridoeste.mt.gov.br_145.pdf","lambaridoeste.mt.gov.br","lambaridoeste.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","lambaridoeste"
"146","https://lambaridoeste.mt.leg.br/","Access denied | lambaridoeste.mt.leg.br used Cloudflare to restrict access | lambaridoeste.mt.leg.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_lambaridoeste.mt.leg.br_146.json","saida_mt/2026-09-20/02-41-56/amaweb_lambaridoeste.mt.leg.br_146.pdf","lambaridoeste.mt.leg.br","lambaridoeste.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","lambaridoeste"
"147","https://www.lucasdorioverde.mt.gov.br/site/","Prefeitura de Lucas do Rio Verde","6.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.lucasdorioverde.mt.gov.br_147.json","saida_mt/2026-09-20/02-41-56/amaweb_www.lucasdorioverde.mt.gov.br_147.pdf","lucasdorioverde.mt.gov.br/site","lucasdorioverde.mt.gov.br","6.1","Sim","Não","6-<7","Prefeitura/Órgão Municipal","lucasdorioverde"
"148","https://www.camaralucasdorioverde.mt.gov.br/","Página Inicial - Câmara Municipal de Lucas do Rio Verde - MT","7.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.camaralucasdorioverde.mt.gov.br_148.json","saida_mt/2026-09-20/02-41-56/amaweb_www.camaralucasdorioverde.mt.gov.br_148.pdf","camaralucasdorioverde.mt.gov.br","camaralucasdorioverde.mt.gov.br","7.9","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camaralucasdorioverde"
"149","https://www.luciara.mt.gov.br/","","","Sem resultado AMAWeb","5","","","luciara.mt.gov.br","luciara.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","luciara"
"150","https://www.luciara.mt.leg.br/","","","Sem resultado AMAWeb","5","","","luciara.mt.leg.br","luciara.mt.leg.br","0","Não","Não","<5","Câmara Municipal","luciara"
"151","https://www.marcelandia.mt.gov.br/","Página Inicial - Prefeitura Municipal de Marcelândia","5.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.marcelandia.mt.gov.br_151.json","saida_mt/2026-09-20/02-41-56/amaweb_www.marcelandia.mt.gov.br_151.pdf","marcelandia.mt.gov.br","marcelandia.mt.gov.br","5.5","Sim","Não","5-<6","Prefeitura/Órgão Municipal","marcelandia"
"152","https://www.camaramarcelandia.mt.gov.br/","Página Inicial - Câmara Municipal de Marcelândia - MT","7.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.camaramarcelandia.mt.gov.br_152.json","saida_mt/2026-09-20/02-41-56/amaweb_www.camaramarcelandia.mt.gov.br_152.pdf","camaramarcelandia.mt.gov.br","camaramarcelandia.mt.gov.br","7.8","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camaramarcelandia"
"153","https://www.matupa.mt.gov.br/","Página Principal Prefeitura Municipal de Matupá - MT","6.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.matupa.mt.gov.br_153.json","saida_mt/2026-09-20/02-41-56/amaweb_www.matupa.mt.gov.br_153.pdf","matupa.mt.gov.br","matupa.mt.gov.br","6.7","Sim","Não","6-<7","Prefeitura/Órgão Municipal","matupa"
"154","https://matupa.mt.leg.br/","Câmara Municipal de Matupá - MT - Portal Oficial","8.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_matupa.mt.leg.br_154.json","saida_mt/2026-09-20/02-41-56/amaweb_matupa.mt.leg.br_154.pdf","matupa.mt.leg.br","matupa.mt.leg.br","8.3","Sim","Não","8-<9","Câmara Municipal","matupa"
"155","https://www.mirassoldoeste.mt.gov.br/","Access denied | www.mirassoldoeste.mt.gov.br used Cloudflare to restrict access | www.mirassoldoeste.mt.gov.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.mirassoldoeste.mt.gov.br_155.json","saida_mt/2026-09-20/02-41-56/amaweb_www.mirassoldoeste.mt.gov.br_155.pdf","mirassoldoeste.mt.gov.br","mirassoldoeste.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","mirassoldoeste"
"156","https://amaramirassoldoeste.mt.gov.br","","","Sem resultado AMAWeb","5","","","amaramirassoldoeste.mt.gov.br","amaramirassoldoeste.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","amaramirassoldoeste"
"157","https://www.nobres.mt.gov.br/","Página Inicial - Prefeitura Municipal de Nobres","7.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.nobres.mt.gov.br_157.json","saida_mt/2026-09-20/02-41-56/amaweb_www.nobres.mt.gov.br_157.pdf","nobres.mt.gov.br","nobres.mt.gov.br","7.7","Sim","Não","7-<8","Prefeitura/Órgão Municipal","nobres"
"158","https://www.nobres.mt.leg.br/","Página Inicial - Câmara Municipal de Nobres - MT","8.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.nobres.mt.leg.br_158.json","saida_mt/2026-09-20/02-41-56/amaweb_www.nobres.mt.leg.br_158.pdf","nobres.mt.leg.br","nobres.mt.leg.br","8.4","Sim","Não","8-<9","Câmara Municipal","nobres"
"159","https://www.nortelandia.mt.gov.br/","Página Inicial - Prefeitura Municipal de Nortelândia - MT","7.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.nortelandia.mt.gov.br_159.json","saida_mt/2026-09-20/02-41-56/amaweb_www.nortelandia.mt.gov.br_159.pdf","nortelandia.mt.gov.br","nortelandia.mt.gov.br","7.7","Sim","Não","7-<8","Prefeitura/Órgão Municipal","nortelandia"
"160","https://nortelandia.mt.leg.br/","Câmara Municipal de Nortelândia","6.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_nortelandia.mt.leg.br_160.json","saida_mt/2026-09-20/02-41-56/amaweb_nortelandia.mt.leg.br_160.pdf","nortelandia.mt.leg.br","nortelandia.mt.leg.br","6.4","Sim","Não","6-<7","Câmara Municipal","nortelandia"
"161","https://www.nossasenhoradolivramento.mt.gov.br/","Página Inicial - Prefeitura de Nossa Senhora do Livramento - MT","9.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.nossasenhoradolivramento.mt.gov.br_161.json","saida_mt/2026-09-20/02-41-56/amaweb_www.nossasenhoradolivramento.mt.gov.br_161.pdf","nossasenhoradolivramento.mt.gov.br","nossasenhoradolivramento.mt.gov.br","9.3","Sim","Não","9-10","Prefeitura/Órgão Municipal","nossasenhoradolivramento"
"162","https://www.camaranossasenhoradolivramento.mt.gov.br/","Câmara Municipal de Nossa Senhora do Livramento | Câmara Municipal de Nossa Senhora do Livramento","9.8","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.camaranossasenhoradolivramento.mt.gov.br_040.json","saida_mt/2026-09-20/04-02-24/amaweb_www.camaranossasenhoradolivramento.mt.gov.br_040.pdf","camaranossasenhoradolivramento.mt.gov.br","camaranossasenhoradolivramento.mt.gov.br","9.8","Sim","Não","9-10","Prefeitura/Órgão Municipal","camaranossasenhoradolivramento"
"163","https://www.novabandeirantes.mt.gov.br/","Página Inicial - Prefeitura de Nova Bandeirantes - MT","7.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novabandeirantes.mt.gov.br_163.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novabandeirantes.mt.gov.br_163.pdf","novabandeirantes.mt.gov.br","novabandeirantes.mt.gov.br","7.7","Sim","Não","7-<8","Prefeitura/Órgão Municipal","novabandeirantes"
"164","https://www.camaranovabandeirantes.mt.gov.br/","","","Sem resultado AMAWeb","5","","","camaranovabandeirantes.mt.gov.br","camaranovabandeirantes.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camaranovabandeirantes"
"165","https://www.novabrasilandia.mt.gov.br/","Página Inicial - Prefeitura Municipal de Nova Brasilândia - MT","7.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novabrasilandia.mt.gov.br_165.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novabrasilandia.mt.gov.br_165.pdf","novabrasilandia.mt.gov.br","novabrasilandia.mt.gov.br","7.6","Sim","Não","7-<8","Prefeitura/Órgão Municipal","novabrasilandia"
"166","https://www.novabrasilandia.mt.leg.br/","","","Sem resultado AMAWeb","5","","","novabrasilandia.mt.leg.br","novabrasilandia.mt.leg.br","0","Não","Não","<5","Câmara Municipal","novabrasilandia"
"167","https://www.novacanaadonorte.mt.gov.br/home","Prefeitura Municipal de Nova Canaã do Norte","6.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novacanaadonorte.mt.gov.br_167.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novacanaadonorte.mt.gov.br_167.pdf","novacanaadonorte.mt.gov.br/home","novacanaadonorte.mt.gov.br","6.7","Sim","Não","6-<7","Prefeitura/Órgão Municipal","novacanaadonorte"
"168","https://www.camaranovacanaa.mt.gov.br/","Câmara Municipal de Nova Canaã do Norte - Câmara Municipal de Nova Canaã do Norte","7.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.camaranovacanaa.mt.gov.br_168.json","saida_mt/2026-09-20/02-41-56/amaweb_www.camaranovacanaa.mt.gov.br_168.pdf","camaranovacanaa.mt.gov.br","camaranovacanaa.mt.gov.br","7.9","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camaranovacanaa"
"169","https://www.novaguarita.mt.gov.br/","Página Inicial - Prefeitura de Nova Guarita - MT","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novaguarita.mt.gov.br_169.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novaguarita.mt.gov.br_169.pdf","novaguarita.mt.gov.br","novaguarita.mt.gov.br","7.5","Sim","Não","7-<8","Prefeitura/Órgão Municipal","novaguarita"
"170","https://www.novaguarita.mt.leg.br/","Câmara Municipal de Nova Guarita — CÂMARA MUNICIPAL DE NOVA GUARITA - MT","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novaguarita.mt.leg.br_170.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novaguarita.mt.leg.br_170.pdf","novaguarita.mt.leg.br","novaguarita.mt.leg.br","7.5","Sim","Não","7-<8","Câmara Municipal","novaguarita"
"171","https://cidesa.com.br/","","","Sem resultado AMAWeb","5","","","cidesa.com.br","cidesa.com.br","0","Não","Não","<5","Outro/Consórcio",""
"172","https://www.novalacerda.mt.gov.br/Home/","Página Inicial - Prefeitura Municipal de Nova Lacerda - MT","8.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novalacerda.mt.gov.br_172.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novalacerda.mt.gov.br_172.pdf","novalacerda.mt.gov.br/home","novalacerda.mt.gov.br","8.5","Sim","Não","8-<9","Prefeitura/Órgão Municipal","novalacerda"
"173","https://www.novalacerda.mt.leg.br/","","","Sem resultado AMAWeb","5","","","novalacerda.mt.leg.br","novalacerda.mt.leg.br","0","Não","Não","<5","Câmara Municipal","novalacerda"
"174","https://www.novamarilandia.mt.gov.br/","Página Inicial - Prefeitura de Nova Marilândia - MT","8.2","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novamarilandia.mt.gov.br_174.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novamarilandia.mt.gov.br_174.pdf","novamarilandia.mt.gov.br","novamarilandia.mt.gov.br","8.2","Sim","Não","8-<9","Prefeitura/Órgão Municipal","novamarilandia"
"175","https://novamarilandia.mt.leg.br/","Câmara Municipal de Nova Marilândia","5.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_novamarilandia.mt.leg.br_175.json","saida_mt/2026-09-20/02-41-56/amaweb_novamarilandia.mt.leg.br_175.pdf","novamarilandia.mt.leg.br","novamarilandia.mt.leg.br","5.6","Sim","Não","5-<6","Câmara Municipal","novamarilandia"
"176","https://www.novamaringa.mt.gov.br/","Página Inicial - Prefeitura de Nova Maringá - MT","8.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novamaringa.mt.gov.br_176.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novamaringa.mt.gov.br_176.pdf","novamaringa.mt.gov.br","novamaringa.mt.gov.br","8","Sim","Não","8-<9","Prefeitura/Órgão Municipal","novamaringa"
"177","https://www.novamaringa.mt.leg.br/","Câmara Municipal de Nova Maringá","8.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novamaringa.mt.leg.br_177.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novamaringa.mt.leg.br_177.pdf","novamaringa.mt.leg.br","novamaringa.mt.leg.br","8","Sim","Não","8-<9","Câmara Municipal","novamaringa"
"178","https://www.novamonteverde.mt.gov.br/","Página Inicial - Prefeitura Municipal de Nova Monte Verde","8.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novamonteverde.mt.gov.br_178.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novamonteverde.mt.gov.br_178.pdf","novamonteverde.mt.gov.br","novamonteverde.mt.gov.br","8.1","Sim","Não","8-<9","Prefeitura/Órgão Municipal","novamonteverde"
"179","https://www.novamonteverde.mt.leg.br/","Página Inicial — Câmara Municipal","7.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novamonteverde.mt.leg.br_179.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novamonteverde.mt.leg.br_179.pdf","novamonteverde.mt.leg.br","novamonteverde.mt.leg.br","7.6","Sim","Não","7-<8","Câmara Municipal","novamonteverde"
"180","https://www.novamutum.mt.gov.br/home","Prefeitura Municipal de Nova Mutum","6.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novamutum.mt.gov.br_180.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novamutum.mt.gov.br_180.pdf","novamutum.mt.gov.br/home","novamutum.mt.gov.br","6.8","Sim","Não","6-<7","Prefeitura/Órgão Municipal","novamutum"
"181","https://novamutum.mt.leg.br/#/home","Câmara de Vereadores de Nova Mutum","7.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_novamutum.mt.leg.br_181.json","saida_mt/2026-09-20/02-41-56/amaweb_novamutum.mt.leg.br_181.pdf","novamutum.mt.leg.br/#/home","novamutum.mt.leg.br","7.4","Sim","Não","7-<8","Câmara Municipal","novamutum"
"182","https://www.novanazare.mt.gov.br/","Página Inicial - Prefeitura Municipal de Nova Nazaré","8.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novanazare.mt.gov.br_182.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novanazare.mt.gov.br_182.pdf","novanazare.mt.gov.br","novanazare.mt.gov.br","8.7","Sim","Não","8-<9","Prefeitura/Órgão Municipal","novanazare"
"183","https://www.novanazare.mt.leg.br/","Câmara Municipal de Nova Nazaré","7.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novanazare.mt.leg.br_183.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novanazare.mt.leg.br_183.pdf","novanazare.mt.leg.br","novanazare.mt.leg.br","7.8","Sim","Não","7-<8","Câmara Municipal","novanazare"
"184","https://www.novaolimpia.mt.gov.br/","Página Inicial - Prefeitura de Nova Olímpia - MT","8.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novaolimpia.mt.gov.br_184.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novaolimpia.mt.gov.br_184.pdf","novaolimpia.mt.gov.br","novaolimpia.mt.gov.br","8.1","Sim","Não","8-<9","Prefeitura/Órgão Municipal","novaolimpia"
"185","https://camaranovaolimpia.mt.gov.br/","Câmara Municipal de Nova Olímpia - MT | Gestão 2025-2026","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_camaranovaolimpia.mt.gov.br_185.json","saida_mt/2026-09-20/02-41-56/amaweb_camaranovaolimpia.mt.gov.br_185.pdf","camaranovaolimpia.mt.gov.br","camaranovaolimpia.mt.gov.br","7.5","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camaranovaolimpia"
"186","https://www.novasantahelena.mt.gov.br/","Página Inicial - Prefeitura de Nova Santa Helena Nova Santa Helena - MT","8.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novasantahelena.mt.gov.br_186.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novasantahelena.mt.gov.br_186.pdf","novasantahelena.mt.gov.br","novasantahelena.mt.gov.br","8.9","Sim","Não","8-<9","Prefeitura/Órgão Municipal","novasantahelena"
"187","https://www.novasantahelena.mt.leg.br/","Página Inicial — CÂMARA MUNICIPAL DE NOVA SANTA HELENA - MT","7.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novasantahelena.mt.leg.br_187.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novasantahelena.mt.leg.br_187.pdf","novasantahelena.mt.leg.br","novasantahelena.mt.leg.br","7.8","Sim","Não","7-<8","Câmara Municipal","novasantahelena"
"188","https://www.novaubirata.mt.gov.br/","","","Sem resultado AMAWeb","5","","","novaubirata.mt.gov.br","novaubirata.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","novaubirata"
"189","https://www.novaubirata.mt.leg.br/#/home","Câmara de Vereadores de Nova Ubiratã","7.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novaubirata.mt.leg.br_189.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novaubirata.mt.leg.br_189.pdf","novaubirata.mt.leg.br/#/home","novaubirata.mt.leg.br","7","Sim","Não","7-<8","Câmara Municipal","novaubirata"
"190","https://www.novaxavantina.mt.gov.br/","Página Inicial - Prefeitura de Nova Xavantina - MT","7.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novaxavantina.mt.gov.br_190.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novaxavantina.mt.gov.br_190.pdf","novaxavantina.mt.gov.br","novaxavantina.mt.gov.br","7.4","Sim","Não","7-<8","Prefeitura/Órgão Municipal","novaxavantina"
"191","https://www.novaxavantina.mt.leg.br/","Câmara Municipal de Nova Xavantina","8.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novaxavantina.mt.leg.br_191.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novaxavantina.mt.leg.br_191.pdf","novaxavantina.mt.leg.br","novaxavantina.mt.leg.br","8","Sim","Não","8-<9","Câmara Municipal","novaxavantina"
"192","https://www.novohorizontedonorte.mt.gov.br/transparencia","Portal da Transparência","7.2","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novohorizontedonorte.mt.gov.br_192.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novohorizontedonorte.mt.gov.br_192.pdf","novohorizontedonorte.mt.gov.br/transparencia","novohorizontedonorte.mt.gov.br","7.2","Sim","Não","7-<8","Prefeitura/Órgão Municipal","novohorizontedonorte"
"193","https://www.camaranovohorizontedonorte.mt.gov.br/","Câmara Municipal de Novo Horizonte do Norte","7.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.camaranovohorizontedonorte.mt.gov.br_193.json","saida_mt/2026-09-20/02-41-56/amaweb_www.camaranovohorizontedonorte.mt.gov.br_193.pdf","camaranovohorizontedonorte.mt.gov.br","camaranovohorizontedonorte.mt.gov.br","7.7","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camaranovohorizontedonorte"
"194","https://www.novomundo.mt.leg.br/","Câmara Municipal de Novo Mundo","7.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novomundo.mt.leg.br_194.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novomundo.mt.leg.br_194.pdf","novomundo.mt.leg.br","novomundo.mt.leg.br","7.4","Sim","Não","7-<8","Câmara Municipal","novomundo"
"195","https://www.novosantoantonio.mt.gov.br/","Página Principal - Prefeitura de Novo Santo Antônio","8.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novosantoantonio.mt.gov.br_195.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novosantoantonio.mt.gov.br_195.pdf","novosantoantonio.mt.gov.br","novosantoantonio.mt.gov.br","8.4","Sim","Não","8-<9","Prefeitura/Órgão Municipal","novosantoantonio"
"196","https://novosantoantonio.mt.leg.br/","","","Sem resultado AMAWeb","5","","","novosantoantonio.mt.leg.br","novosantoantonio.mt.leg.br","0","Não","Não","<5","Câmara Municipal","novosantoantonio"
"197","https://www.novosaojoaquim.mt.gov.br/","Página Inicial - Prefeitura Municipal de Novo São Joaquim | Gestão 2025-2028","7.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.novosaojoaquim.mt.gov.br_197.json","saida_mt/2026-09-20/02-41-56/amaweb_www.novosaojoaquim.mt.gov.br_197.pdf","novosaojoaquim.mt.gov.br","novosaojoaquim.mt.gov.br","7.6","Sim","Não","7-<8","Prefeitura/Órgão Municipal","novosaojoaquim"
"198","https://camaranovosaojoaquim.mt.gov.br/","Página Inicial - Câmara Municipal de Novo São Joaquim | Gestão 2025-2026","7.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_camaranovosaojoaquim.mt.gov.br_198.json","saida_mt/2026-09-20/02-41-56/amaweb_camaranovosaojoaquim.mt.gov.br_198.pdf","camaranovosaojoaquim.mt.gov.br","camaranovosaojoaquim.mt.gov.br","7.4","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camaranovosaojoaquim"
"199","https://www.paranatinga.mt.gov.br/","Página Inicial - Prefeitura Municipal de Paranatinga - MT","7.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.paranatinga.mt.gov.br_199.json","saida_mt/2026-09-20/02-41-56/amaweb_www.paranatinga.mt.gov.br_199.pdf","paranatinga.mt.gov.br","paranatinga.mt.gov.br","7.9","Sim","Não","7-<8","Prefeitura/Órgão Municipal","paranatinga"
"200","https://www.paranatinga.mt.leg.br/","Página Inicial — Câmara Municipal de Paranatinga","7.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.paranatinga.mt.leg.br_200.json","saida_mt/2026-09-20/02-41-56/amaweb_www.paranatinga.mt.leg.br_200.pdf","paranatinga.mt.leg.br","paranatinga.mt.leg.br","7.7","Sim","Não","7-<8","Câmara Municipal","paranatinga"
"201","https://www.paranaita.mt.gov.br/","Página Principal - Prefeitura de Paranaíta","7.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.paranaita.mt.gov.br_201.json","saida_mt/2026-09-20/02-41-56/amaweb_www.paranaita.mt.gov.br_201.pdf","paranaita.mt.gov.br","paranaita.mt.gov.br","7.1","Sim","Não","7-<8","Prefeitura/Órgão Municipal","paranaita"
"202","https://paranaita.mt.leg.br/","Início - Câmara Municipal de Paranaíta - MT","7.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_paranaita.mt.leg.br_202.json","saida_mt/2026-09-20/02-41-56/amaweb_paranaita.mt.leg.br_202.pdf","paranaita.mt.leg.br","paranaita.mt.leg.br","7.6","Sim","Não","7-<8","Câmara Municipal","paranaita"
"203","https://www.pedrapreta.mt.gov.br/","Prefeitura Municipal de Pedra Preta","6.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.pedrapreta.mt.gov.br_203.json","saida_mt/2026-09-20/02-41-56/amaweb_www.pedrapreta.mt.gov.br_203.pdf","pedrapreta.mt.gov.br","pedrapreta.mt.gov.br","6.1","Sim","Não","6-<7","Prefeitura/Órgão Municipal","pedrapreta"
"204","https://pedrapreta.mt.leg.br/","Início - Câmara Municipal de Pedra Preta - MT","7.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_pedrapreta.mt.leg.br_204.json","saida_mt/2026-09-20/02-41-56/amaweb_pedrapreta.mt.leg.br_204.pdf","pedrapreta.mt.leg.br","pedrapreta.mt.leg.br","7.3","Sim","Não","7-<8","Câmara Municipal","pedrapreta"
